Namespace(batch_size=8, dataset='coco', disable_hybridization=False, epochs=26, gpus='0,1,2,3,4,5,6,7', log_interval=100, lr=0.01, lr_decay=0.1, lr_decay_epoch='17,23', lr_warmup=1000.0, momentum=0.9, network='resnet101_v1d', num_workers=8, resume='', save_interval=1, save_prefix='mask_rcnn_resnet101_v1d_coco', seed=233, start_epoch=0, static_alloc=False, use_fpn=False, val_interval=2, verbose=True, wd=0.0001)
Trainable parameters:
odict_keys(['resnetv1d_layers2_conv0_weight', 'resnetv1d_layers2_conv1_weight', 'resnetv1d_layers2_conv2_weight', 'resnetv1d_down2_conv0_weight', 'resnetv1d_layers2_conv3_weight', 'resnetv1d_layers2_conv4_weight', 'resnetv1d_layers2_conv5_weight', 'resnetv1d_layers2_conv6_weight', 'resnetv1d_layers2_conv7_weight', 'resnetv1d_layers2_conv8_weight', 'resnetv1d_layers2_conv9_weight', 'resnetv1d_layers2_conv10_weight', 'resnetv1d_layers2_conv11_weight', 'resnetv1d_layers3_conv0_weight', 'resnetv1d_layers3_conv1_weight', 'resnetv1d_layers3_conv2_weight', 'resnetv1d_down3_conv0_weight', 'resnetv1d_layers3_conv3_weight', 'resnetv1d_layers3_conv4_weight', 'resnetv1d_layers3_conv5_weight', 'resnetv1d_layers3_conv6_weight', 'resnetv1d_layers3_conv7_weight', 'resnetv1d_layers3_conv8_weight', 'resnetv1d_layers3_conv9_weight', 'resnetv1d_layers3_conv10_weight', 'resnetv1d_layers3_conv11_weight', 'resnetv1d_layers3_conv12_weight', 'resnetv1d_layers3_conv13_weight', 'resnetv1d_layers3_conv14_weight', 'resnetv1d_layers3_conv15_weight', 'resnetv1d_layers3_conv16_weight', 'resnetv1d_layers3_conv17_weight', 'resnetv1d_layers3_conv18_weight', 'resnetv1d_layers3_conv19_weight', 'resnetv1d_layers3_conv20_weight', 'resnetv1d_layers3_conv21_weight', 'resnetv1d_layers3_conv22_weight', 'resnetv1d_layers3_conv23_weight', 'resnetv1d_layers3_conv24_weight', 'resnetv1d_layers3_conv25_weight', 'resnetv1d_layers3_conv26_weight', 'resnetv1d_layers3_conv27_weight', 'resnetv1d_layers3_conv28_weight', 'resnetv1d_layers3_conv29_weight', 'resnetv1d_layers3_conv30_weight', 'resnetv1d_layers3_conv31_weight', 'resnetv1d_layers3_conv32_weight', 'resnetv1d_layers3_conv33_weight', 'resnetv1d_layers3_conv34_weight', 'resnetv1d_layers3_conv35_weight', 'resnetv1d_layers3_conv36_weight', 'resnetv1d_layers3_conv37_weight', 'resnetv1d_layers3_conv38_weight', 'resnetv1d_layers3_conv39_weight', 'resnetv1d_layers3_conv40_weight', 'resnetv1d_layers3_conv41_weight', 'resnetv1d_layers3_conv42_weight', 'resnetv1d_layers3_conv43_weight', 'resnetv1d_layers3_conv44_weight', 'resnetv1d_layers3_conv45_weight', 'resnetv1d_layers3_conv46_weight', 'resnetv1d_layers3_conv47_weight', 'resnetv1d_layers3_conv48_weight', 'resnetv1d_layers3_conv49_weight', 'resnetv1d_layers3_conv50_weight', 'resnetv1d_layers3_conv51_weight', 'resnetv1d_layers3_conv52_weight', 'resnetv1d_layers3_conv53_weight', 'resnetv1d_layers3_conv54_weight', 'resnetv1d_layers3_conv55_weight', 'resnetv1d_layers3_conv56_weight', 'resnetv1d_layers3_conv57_weight', 'resnetv1d_layers3_conv58_weight', 'resnetv1d_layers3_conv59_weight', 'resnetv1d_layers3_conv60_weight', 'resnetv1d_layers3_conv61_weight', 'resnetv1d_layers3_conv62_weight', 'resnetv1d_layers3_conv63_weight', 'resnetv1d_layers3_conv64_weight', 'resnetv1d_layers3_conv65_weight', 'resnetv1d_layers3_conv66_weight', 'resnetv1d_layers3_conv67_weight', 'resnetv1d_layers3_conv68_weight', 'resnetv1d_layers4_conv0_weight', 'resnetv1d_layers4_conv1_weight', 'resnetv1d_layers4_conv2_weight', 'resnetv1d_down4_conv0_weight', 'resnetv1d_layers4_conv3_weight', 'resnetv1d_layers4_conv4_weight', 'resnetv1d_layers4_conv5_weight', 'resnetv1d_layers4_conv6_weight', 'resnetv1d_layers4_conv7_weight', 'resnetv1d_layers4_conv8_weight', 'maskrcnn0_dense0_weight', 'maskrcnn0_dense0_bias', 'maskrcnn0_dense1_weight', 'maskrcnn0_dense1_bias', 'maskrcnn0_rpn0_rpnanchorgenerator0_anchor_', 'maskrcnn0_rpn0_conv0_weight', 'maskrcnn0_rpn0_conv0_bias', 'maskrcnn0_rpn0_conv1_weight', 'maskrcnn0_rpn0_conv1_bias', 'maskrcnn0_rpn0_conv2_weight', 'maskrcnn0_rpn0_conv2_bias', 'maskrcnn0_mask0_conv0_weight', 'maskrcnn0_mask0_conv0_bias', 'maskrcnn0_mask0_conv1_weight', 'maskrcnn0_mask0_conv1_bias'])
Start training from [Epoch 0]
[Epoch 0 Iteration 0] Set learning rate to 0.003333333333333333
[Epoch 0][Batch 99], Speed: 5.582 samples/sec, RPN_Conf=0.326,RPN_SmoothL1=0.154,RCNN_CrossEntropy=1.129,RCNN_SmoothL1=0.324,RCNN_Mask=0.674,RPNAcc=0.879,RPNL1Loss=0.621,RCNNAcc=0.821,RCNNL1Loss=1.968,MaskAcc=0.601,MaskFGAcc=0.579
[Epoch 18][Batch 2899], Speed: 9.740 samples/sec, RPN_Conf=0.046,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.107,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.319,RCNNAcc=0.895,RCNNL1Loss=0.729,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 2999], Speed: 9.624 samples/sec, RPN_Conf=0.046,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.319,RCNNAcc=0.895,RCNNL1Loss=0.729,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 3099], Speed: 9.695 samples/sec, RPN_Conf=0.046,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.319,RCNNAcc=0.895,RCNNL1Loss=0.729,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 3199], Speed: 9.785 samples/sec, RPN_Conf=0.046,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.319,RCNNAcc=0.895,RCNNL1Loss=0.729,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 3299], Speed: 9.657 samples/sec, RPN_Conf=0.046,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.319,RCNNAcc=0.895,RCNNL1Loss=0.729,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 3399], Speed: 9.674 samples/sec, RPN_Conf=0.046,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.319,RCNNAcc=0.895,RCNNL1Loss=0.729,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 3499], Speed: 9.837 samples/sec, RPN_Conf=0.047,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.319,RCNNAcc=0.895,RCNNL1Loss=0.728,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 3599], Speed: 9.848 samples/sec, RPN_Conf=0.047,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.319,RCNNAcc=0.895,RCNNL1Loss=0.728,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 3699], Speed: 9.903 samples/sec, RPN_Conf=0.047,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.319,RCNNAcc=0.895,RCNNL1Loss=0.728,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 3799], Speed: 9.820 samples/sec, RPN_Conf=0.047,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.319,RCNNAcc=0.895,RCNNL1Loss=0.728,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 3899], Speed: 10.121 samples/sec, RPN_Conf=0.047,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.319,RCNNAcc=0.896,RCNNL1Loss=0.728,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 3999], Speed: 9.811 samples/sec, RPN_Conf=0.047,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.319,RCNNAcc=0.896,RCNNL1Loss=0.728,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 4099], Speed: 9.681 samples/sec, RPN_Conf=0.047,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.319,RCNNAcc=0.896,RCNNL1Loss=0.728,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 4199], Speed: 9.784 samples/sec, RPN_Conf=0.047,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.319,RCNNAcc=0.896,RCNNL1Loss=0.728,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 4299], Speed: 9.683 samples/sec, RPN_Conf=0.047,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.319,RCNNAcc=0.896,RCNNL1Loss=0.728,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 4399], Speed: 9.495 samples/sec, RPN_Conf=0.047,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.319,RCNNAcc=0.896,RCNNL1Loss=0.728,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 4499], Speed: 9.564 samples/sec, RPN_Conf=0.047,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.319,RCNNAcc=0.896,RCNNL1Loss=0.727,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 4599], Speed: 9.718 samples/sec, RPN_Conf=0.047,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.319,RCNNAcc=0.896,RCNNL1Loss=0.727,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 4699], Speed: 9.711 samples/sec, RPN_Conf=0.047,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.318,RCNNAcc=0.896,RCNNL1Loss=0.727,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 4799], Speed: 9.638 samples/sec, RPN_Conf=0.047,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.318,RCNNAcc=0.896,RCNNL1Loss=0.727,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 4899], Speed: 9.735 samples/sec, RPN_Conf=0.047,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.318,RCNNAcc=0.896,RCNNL1Loss=0.727,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 4999], Speed: 9.615 samples/sec, RPN_Conf=0.047,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.318,RCNNAcc=0.896,RCNNL1Loss=0.727,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 5099], Speed: 9.940 samples/sec, RPN_Conf=0.047,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.318,RCNNAcc=0.896,RCNNL1Loss=0.727,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 5199], Speed: 9.733 samples/sec, RPN_Conf=0.047,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.318,RCNNAcc=0.896,RCNNL1Loss=0.727,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 5299], Speed: 9.658 samples/sec, RPN_Conf=0.047,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.318,RCNNAcc=0.896,RCNNL1Loss=0.727,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 5399], Speed: 9.711 samples/sec, RPN_Conf=0.047,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.229,RPNAcc=0.971,RPNL1Loss=0.318,RCNNAcc=0.896,RCNNL1Loss=0.727,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 5499], Speed: 9.492 samples/sec, RPN_Conf=0.046,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.318,RCNNAcc=0.896,RCNNL1Loss=0.726,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 5599], Speed: 9.613 samples/sec, RPN_Conf=0.046,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.318,RCNNAcc=0.896,RCNNL1Loss=0.726,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 5699], Speed: 9.758 samples/sec, RPN_Conf=0.046,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.318,RCNNAcc=0.896,RCNNL1Loss=0.726,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 5799], Speed: 9.488 samples/sec, RPN_Conf=0.046,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.318,RCNNAcc=0.896,RCNNL1Loss=0.726,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 5899], Speed: 9.472 samples/sec, RPN_Conf=0.046,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.318,RCNNAcc=0.896,RCNNL1Loss=0.726,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 5999], Speed: 9.780 samples/sec, RPN_Conf=0.046,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.318,RCNNAcc=0.896,RCNNL1Loss=0.726,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 6099], Speed: 9.587 samples/sec, RPN_Conf=0.046,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.318,RCNNAcc=0.896,RCNNL1Loss=0.726,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 6199], Speed: 9.995 samples/sec, RPN_Conf=0.046,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.318,RCNNAcc=0.896,RCNNL1Loss=0.726,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 6299], Speed: 9.671 samples/sec, RPN_Conf=0.046,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.318,RCNNAcc=0.896,RCNNL1Loss=0.726,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 6399], Speed: 9.657 samples/sec, RPN_Conf=0.046,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.318,RCNNAcc=0.896,RCNNL1Loss=0.726,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 6499], Speed: 9.551 samples/sec, RPN_Conf=0.046,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.318,RCNNAcc=0.896,RCNNL1Loss=0.725,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 6599], Speed: 9.533 samples/sec, RPN_Conf=0.046,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.318,RCNNAcc=0.896,RCNNL1Loss=0.725,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 6699], Speed: 9.787 samples/sec, RPN_Conf=0.046,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.318,RCNNAcc=0.896,RCNNL1Loss=0.725,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 6799], Speed: 9.753 samples/sec, RPN_Conf=0.046,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.318,RCNNAcc=0.896,RCNNL1Loss=0.725,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 6899], Speed: 9.853 samples/sec, RPN_Conf=0.046,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.318,RCNNAcc=0.896,RCNNL1Loss=0.725,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 6999], Speed: 9.723 samples/sec, RPN_Conf=0.046,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.230,RPNAcc=0.971,RPNL1Loss=0.318,RCNNAcc=0.896,RCNNL1Loss=0.725,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 7099], Speed: 9.715 samples/sec, RPN_Conf=0.046,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.229,RPNAcc=0.971,RPNL1Loss=0.318,RCNNAcc=0.896,RCNNL1Loss=0.725,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 7199], Speed: 9.753 samples/sec, RPN_Conf=0.046,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.229,RPNAcc=0.971,RPNL1Loss=0.318,RCNNAcc=0.896,RCNNL1Loss=0.725,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 7299], Speed: 9.605 samples/sec, RPN_Conf=0.047,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.229,RPNAcc=0.971,RPNL1Loss=0.318,RCNNAcc=0.896,RCNNL1Loss=0.725,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 7399], Speed: 9.815 samples/sec, RPN_Conf=0.046,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.229,RPNAcc=0.971,RPNL1Loss=0.318,RCNNAcc=0.896,RCNNL1Loss=0.725,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 7499], Speed: 9.839 samples/sec, RPN_Conf=0.047,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.229,RPNAcc=0.971,RPNL1Loss=0.318,RCNNAcc=0.896,RCNNL1Loss=0.724,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 7599], Speed: 9.637 samples/sec, RPN_Conf=0.047,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.229,RPNAcc=0.971,RPNL1Loss=0.318,RCNNAcc=0.896,RCNNL1Loss=0.724,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 7699], Speed: 9.651 samples/sec, RPN_Conf=0.047,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.229,RPNAcc=0.971,RPNL1Loss=0.318,RCNNAcc=0.896,RCNNL1Loss=0.724,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 7799], Speed: 9.959 samples/sec, RPN_Conf=0.047,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.229,RPNAcc=0.971,RPNL1Loss=0.318,RCNNAcc=0.896,RCNNL1Loss=0.724,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 7899], Speed: 9.847 samples/sec, RPN_Conf=0.046,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.229,RPNAcc=0.971,RPNL1Loss=0.317,RCNNAcc=0.896,RCNNL1Loss=0.724,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 7999], Speed: 9.855 samples/sec, RPN_Conf=0.046,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.229,RPNAcc=0.971,RPNL1Loss=0.317,RCNNAcc=0.896,RCNNL1Loss=0.724,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 8099], Speed: 9.736 samples/sec, RPN_Conf=0.046,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.229,RPNAcc=0.971,RPNL1Loss=0.317,RCNNAcc=0.896,RCNNL1Loss=0.724,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 8199], Speed: 9.674 samples/sec, RPN_Conf=0.046,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.229,RPNAcc=0.971,RPNL1Loss=0.317,RCNNAcc=0.896,RCNNL1Loss=0.724,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 8299], Speed: 9.870 samples/sec, RPN_Conf=0.046,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.229,RPNAcc=0.971,RPNL1Loss=0.317,RCNNAcc=0.896,RCNNL1Loss=0.724,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 8399], Speed: 9.672 samples/sec, RPN_Conf=0.046,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.229,RPNAcc=0.971,RPNL1Loss=0.317,RCNNAcc=0.896,RCNNL1Loss=0.724,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 8499], Speed: 9.819 samples/sec, RPN_Conf=0.046,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.229,RPNAcc=0.971,RPNL1Loss=0.317,RCNNAcc=0.896,RCNNL1Loss=0.723,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 8599], Speed: 9.672 samples/sec, RPN_Conf=0.046,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.229,RPNAcc=0.971,RPNL1Loss=0.317,RCNNAcc=0.896,RCNNL1Loss=0.723,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 8699], Speed: 9.671 samples/sec, RPN_Conf=0.047,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.229,RPNAcc=0.971,RPNL1Loss=0.317,RCNNAcc=0.896,RCNNL1Loss=0.723,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 8799], Speed: 9.825 samples/sec, RPN_Conf=0.046,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.229,RPNAcc=0.971,RPNL1Loss=0.317,RCNNAcc=0.896,RCNNL1Loss=0.723,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 8899], Speed: 9.861 samples/sec, RPN_Conf=0.046,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.229,RPNAcc=0.971,RPNL1Loss=0.317,RCNNAcc=0.896,RCNNL1Loss=0.723,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 8999], Speed: 9.724 samples/sec, RPN_Conf=0.046,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.229,RPNAcc=0.971,RPNL1Loss=0.317,RCNNAcc=0.896,RCNNL1Loss=0.723,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 9099], Speed: 9.561 samples/sec, RPN_Conf=0.047,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.193,RCNN_SmoothL1=0.108,RCNN_Mask=0.229,RPNAcc=0.971,RPNL1Loss=0.317,RCNNAcc=0.896,RCNNL1Loss=0.723,MaskAcc=0.887,MaskFGAcc=0.520
[Epoch 18][Batch 9199], Speed: 9.888 samples/sec, RPN_Conf=0.046,RPN_SmoothL1=0.060,RCNN_CrossEntropy=0.192,RCNN_SmoothL1=0.108,RCNN_Mask=0.229,RPNAcc=0.971,RPNL1Loss=0.317,RCNNAcc=0.896,RCNNL1Loss=0.723,MaskAcc=0.887,MaskFGAcc=0.520
